student_id,first_name,last_name,gender,email,department_id,cgpa
STU00242,William,Fernandez,F,stanleynancy@example.net,DEP003,3.18
STU00243,David,Bennett,M,henryschwartz@example.net,DEP003,2.88
STU00244,Lisa,Martin,F,xwilliams@example.net,DEP005,2.1
STU00245,Jennifer,Montes,F,karen73@example.net,DEP001,3.56
STU00246,John,Sheppard,M,mmckee@example.com,DEP005,2.66
STU00247,Erika,Hudson,M,smurray@example.com,DEP004,2.25
STU00249,Monique,Williams,F,jsawyer@example.org,DEP005,1.7
STU00251,David,Miller,F,joshuawhitehead@example.org,DEP004,2.95
STU00252,Mariah,Davis,M,lisawilkerson@example.org,DEP004,3.2
STU00253,Robert,Sanders,F,joe15@example.org,DEP005,2.74
STU00254,Anthony,Galvan,M,lacey20@example.com,DEP003,4.31
STU00255,Samantha,Kennedy,F,katherineharrison@example.net,DEP005,3.18
STU00257,Chelsea,Henderson,M,john10@example.org,DEP002,2.38
STU00258,Robert,Bauer,M,fbrown@example.net,DEP002,2.36
STU00261,Alexandra,Ward,M,myerstheodore@example.net,DEP002,3.7
STU00262,Paul,Brooks,M,kellycarlos@example.org,DEP003,2.99
STU00263,Jessica,Fuller,F,dennis58@example.com,DEP003,2.56
STU00264,Lisa,Thompson,M,epollard@example.net,DEP003,3.26
STU00265,Ian,Taylor,F,mjohnson@example.org,DEP003,2.53
STU00267,Thomas,Johnson,F,justinatkins@example.org,DEP004,3.05
STU00268,Michelle,Rivera,M,lloydsamuel@example.com,DEP004,3.86
STU00269,Julia,Kline,F,lmorgan@example.com,DEP003,3.08
STU00270,Heather,Richardson,M,laurie61@example.com,DEP003,3.4
STU00271,Carrie,Short,M,manuel15@example.net,DEP005,3.32
STU00272,Kenneth,Griffin,M,cjackson@example.com,DEP002,2.4
STU00273,Sergio,Acosta,F,christina64@example.net,DEP003,2.2
STU00275,Laurie,Shelton,F,thomascathy@example.com,DEP002,3.05
STU00276,Austin,Jones,M,michael90@example.net,DEP004,1.82
STU00278,Alyssa,Sanders,M,john10@example.net,DEP002,3.77
STU00279,Jacob,Holmes,F,greenjorge@example.com,DEP003,2.33
STU00280,Jason,Carr,M,igonzalez@example.org,DEP002,1.39
STU00281,Shannon,Roach,M,zosborn@example.net,DEP003,3.6
STU00282,Tammy,Downs,M,jenna88@example.com,DEP003,3.52
STU00283,Patricia,York,M,laurahicks@example.org,DEP004,3.21
STU00284,Tracie,Conner,M,kristyjohnson@example.net,DEP005,3.22
STU00285,Ashley,Mcdonald,M,cherylmiller@example.com,DEP002,2.96
STU00286,Raymond,Love,M,xfox@example.com,DEP005,3.13
STU00287,Madeline,Jones,F,dawn77@example.net,DEP002,3.47
STU00289,Maria,Arnold,F,katrinaanderson@example.net,DEP001,2.93
STU00292,Fred,Morris,M,michaeleverett@example.com,DEP001,1.8
STU00293,Meghan,King,M,david49@example.net,DEP004,3.18
STU00294,Clarence,Davidson,M,georgeweber@example.net,DEP005,4.18
STU00297,Danielle,Jimenez,F,dawn47@example.org,DEP004,2.99
STU00300,Matthew,Thomas,M,jessica56@example.org,DEP005,2.84
STU00301,Kathleen,Robertson,M,floressteven@example.com,DEP004,2.33
STU00302,Shannon,Thomas,M,robertspatrick@example.net,DEP001,3.09
STU00305,Natasha,Jimenez,M,landrywilliam@example.org,DEP004,3.15
STU00306,Jason,Gomez,F,campbellcarla@example.net,DEP003,2.07
STU00307,Emily,Mitchell,M,booneryan@example.com,DEP004,3.46
STU00308,Jessica,Gallagher,M,brandon09@example.net,DEP001,3.26
STU00311,Erin,Wilson,F,longlaura@example.com,DEP004,2.61
STU00313,Drew,Morrison,M,cporter@example.org,DEP002,2.62
STU00315,Patricia,Taylor,M,francisco94@example.net,DEP005,3.72
STU00316,Matthew,Clayton,F,terickson@example.com,DEP005,4.28
STU00317,Lisa,Richardson,M,whitneybrandy@example.net,DEP005,2.79
STU00318,Monica,Soto,M,pbaker@example.net,DEP003,3.55
STU00319,Becky,Griffith,M,ojackson@example.net,DEP003,3.1
STU00320,Christine,Randall,M,lorraineallen@example.net,DEP002,2.35
STU00321,Stacy,Rodriguez,F,alexanderrobert@example.com,DEP001,2.71
STU00322,Hannah,Jenkins,M,vsalas@example.net,DEP002,2.45
STU00323,Bryan,Taylor,F,annbolton@example.com,DEP003,3.54
STU00324,Alicia,Edwards,M,stevepatel@example.net,DEP001,3.66
STU00325,Michael,Ingram,M,chelsea33@example.com,DEP003,3.97
STU00326,Angela,Walker,F,kellie37@example.com,DEP004,2.43
STU00327,Timothy,Castro,F,keith98@example.com,DEP001,2.55
STU00328,Paula,Foster,M,stephanie24@example.org,DEP003,2.59
STU00329,Keith,Klein,M,sandra47@example.org,DEP001,2.16
STU00330,James,Ryan,F,derrick99@example.org,DEP005,3.45
STU00331,John,Santiago,F,danawilliams@example.com,DEP003,3.16
STU00332,Mark,Kennedy,M,adampierce@example.org,DEP001,2.26
STU00333,Richard,Donovan,F,mwoods@example.com,DEP002,3.01
STU00334,Manuel,Brewer,M,pearsonjesse@example.net,DEP003,4.25
STU00335,Jennifer,Zuniga,M,robertmonroe@example.org,DEP004,3.61
STU00336,Wendy,Sanders,M,vlopez@example.com,DEP005,2.36
STU00339,Troy,Mays,F,znelson@example.org,DEP003,4.5
STU00340,Mark,Simon,M,jennifer05@example.com,DEP001,3.04
STU00344,Adam,Reyes,F,vmolina@example.com,DEP003,1.95
STU00346,David,Parker,M,tparks@example.com,DEP002,3.19
STU00348,Shelia,Richardson,F,jeffreyanderson@example.org,DEP005,1.49
STU00349,Spencer,Zhang,M,robert87@example.net,DEP005,3.5
STU00350,Laurie,Petersen,M,erinlarson@example.org,DEP003,3.15
STU00351,Alicia,Rice,F,christian91@example.org,DEP003,3.21
STU00354,Franklin,Bond,M,nwilson@example.net,DEP001,2.38
STU00355,Brandy,Davis,F,dstokes@example.org,DEP001,2.45
STU00356,William,Bryant,F,hansenemily@example.com,DEP005,2.64
STU00357,Jennifer,Foster,F,reesebeth@example.org,DEP001,2.5
STU00358,Rodney,Graves,F,michaelcesar@example.com,DEP003,3.29
STU00361,Christopher,Brandt,M,desireebailey@example.org,DEP003,2.86
STU00362,Victoria,Long,F,jessicawalker@example.org,DEP003,2.9
STU00364,Amanda,Morrow,M,stevenmoore@example.org,DEP004,2.76
STU00366,Katie,Stephenson,F,allencarlos@example.net,DEP005,2.19
STU00367,Arthur,Harper,M,sanchezbradley@example.com,DEP004,1.66
STU00368,Jimmy,Robinson,F,taylorvictoria@example.org,DEP001,2.75
STU00369,Lisa,Dennis,M,barbara53@example.com,DEP005,3.63
STU00370,Nancy,Odom,M,roberthill@example.net,DEP004,2.87
STU00371,Stacy,Hobbs,M,conniesimmons@example.com,DEP002,2.99
STU00372,Brandon,Cooper,M,ufloyd@example.net,DEP004,4.15
STU00374,Nicholas,Webster,M,oallen@example.com,DEP005,3.62
STU00375,Meredith,Thomas,M,jmelendez@example.com,DEP004,3.15
STU00376,Tammy,Grant,F,paulscott@example.com,DEP005,3.15
STU00379,Carrie,Russo,F,lindamatthews@example.net,DEP002,2.25
STU00380,Angelica,Mendoza,M,kevin03@example.org,DEP004,3.38
STU00382,Jane,Sanders,F,andrearowe@example.com,DEP004,2.27
STU00383,Steven,Wong,F,jose87@example.com,DEP005,2.99
STU00384,Corey,Zavala,F,ugill@example.org,DEP001,2.1
STU00385,Nathan,Gutierrez,M,joycesmith@example.net,DEP005,1.9
STU00386,Sarah,Riley,M,mphillips@example.com,DEP002,2.78
STU00387,Jerry,Hudson,F,victorpena@example.net,DEP001,4.5
STU00388,Matthew,Hines,F,plevy@example.net,DEP003,3.66
STU00389,Tracy,Jackson,F,gary87@example.org,DEP002,2.69
STU00390,Sabrina,Weaver,F,warrenmary@example.org,DEP003,3.1
STU00391,Sierra,Barnett,M,gutierrezmegan@example.org,DEP003,3.61
STU00392,Carlos,Hernandez,F,williambrooks@example.net,DEP003,3.69
STU00393,Dana,Peck,F,bhopkins@example.org,DEP004,2.61
STU00394,Amanda,Jenkins,F,morenojoshua@example.com,DEP001,3.48
STU00395,Andre,Li,F,ldrake@example.org,DEP005,3.06
STU00396,Samantha,Warren,M,jamesfox@example.com,DEP003,3.03
STU00397,Joseph,Sanders,F,susan79@example.org,DEP005,3.36
STU00399,Gabriella,Abbott,M,davisnicholas@example.net,DEP002,2.93
STU00400,Thomas,Walsh,M,christopherbruce@example.net,DEP005,2.45
STU00401,Kristen,Knight,F,jacobsonsamantha@example.org,DEP001,3.73
STU00402,Jason,Parrish,M,enelson@example.net,DEP001,3.84
STU00403,Sara,Lam,M,whitemelissa@example.org,DEP004,2.75
STU00405,Karen,Marquez,M,thickman@example.org,DEP001,2.94
STU00406,Anne,Knight,M,irhodes@example.com,DEP001,3.15
STU00407,Patrick,Singh,M,masonterri@example.org,DEP003,1.87
STU00408,Connor,Hall,M,petersonkayla@example.net,DEP002,3.51
STU00411,Shelley,Reynolds,F,nmiller@example.com,DEP003,3.11
STU00412,Lauren,Marquez,M,adamsnorman@example.net,DEP005,2.81
STU00414,Michael,Nelson,M,christopherjordan@example.net,DEP003,2.82
STU00415,Angela,Russell,F,davisangela@example.net,DEP004,4.24
STU00416,Carly,Nguyen,F,asmith@example.com,DEP002,2.18
STU00417,Kimberly,Hardy,M,ashleyjackson@example.com,DEP001,3.02
STU00419,Joshua,Evans,M,wardsheryl@example.net,DEP001,2.22
STU00420,Colleen,Wheeler,M,stephentaylor@example.org,DEP003,2.67
STU00421,Stacy,Cook,F,vbrock@example.com,DEP004,3.89
STU00422,Matthew,Ochoa,M,kevinmorrison@example.net,DEP003,2.44
STU00424,Heather,Henry,M,markramirez@example.com,DEP004,2.18
STU00426,Katrina,Johnson,F,nhahn@example.com,DEP004,3.25
STU00429,Kevin,King,M,jennifermccormick@example.org,DEP001,1.46
STU00430,Shane,Harper,M,sferguson@example.com,DEP003,2.19
STU00431,Amy,Gibbs,F,jacqueline89@example.net,DEP001,3.61
STU00433,Cheyenne,Hart,M,vrasmussen@example.com,DEP004,3.59
STU00434,Daniel,Garcia,F,williamstone@example.net,DEP003,2.12
STU00435,Gwendolyn,Walker,F,peter98@example.org,DEP001,0.61
STU00436,Michael,Johnson,F,phillipssamantha@example.org,DEP004,4.28
STU00437,Darren,Shepard,M,michaelcooper@example.org,DEP001,2.98
STU00438,Adriana,Bailey,M,kimheather@example.com,DEP003,3.66
STU00440,Erica,Martin,M,zacharyarnold@example.com,DEP002,3.13
STU00442,Jesse,Sullivan,M,jacobsandoval@example.com,DEP005,4.0
STU00443,Anthony,Mendez,M,shannonjordan@example.org,DEP004,4.06
STU00444,Janet,Harris,M,raylauren@example.net,DEP004,3.12
STU00445,Jacob,Nguyen,M,qwilson@example.com,DEP004,2.75
STU00446,Allison,Fowler,F,lcarr@example.org,DEP003,3.91
STU00447,Michael,Bruce,M,lisamccarthy@example.com,DEP002,3.95
STU00448,Samantha,Lawrence,F,lawrenceallen@example.org,DEP001,3.41
STU00449,Isaac,Steele,M,ibarnes@example.net,DEP003,2.26
STU00451,Jacob,Wilkinson,M,glennstephanie@example.com,DEP005,2.17
STU00452,Derrick,Ochoa,M,fortiz@example.com,DEP003,2.77
STU00454,Kelly,Hill,F,gary79@example.net,DEP005,2.82
STU00457,Joseph,Daniels,M,amber07@example.net,DEP001,3.48
STU00458,Jeffery,Coleman,F,kennethkidd@example.com,DEP005,2.57
STU00459,Jose,Atkins,F,gonzalesvictoria@example.org,DEP004,4.7
STU00460,Jason,Rojas,M,michelle96@example.org,DEP001,3.4
STU00461,Christina,Glover,F,lindahudson@example.net,DEP005,3.61
STU00462,Juan,Ryan,F,tiffany44@example.net,DEP003,2.86
STU00463,Joseph,Hodge,F,taylorkaren@example.com,DEP003,1.62
STU00464,Samantha,Riddle,M,jacquelineanderson@example.org,DEP003,3.02
STU00465,Jennifer,Poole,F,kburns@example.net,DEP001,3.36
STU00466,Joseph,Perry,M,yjones@example.org,DEP004,3.48
STU00467,Richard,Brady,F,shawn75@example.net,DEP005,2.45
STU00469,Heidi,Horn,F,brobinson@example.org,DEP004,3.01
STU00470,Troy,Morris,M,matthew92@example.net,DEP004,1.18
STU00471,Melissa,Kramer,F,williamsconnie@example.com,DEP001,2.94
STU00472,Allen,Noble,M,scottsmith@example.com,DEP005,3.75
STU00473,James,Barker,F,nicoleturner@example.com,DEP001,2.31
STU00474,Clarence,Ward,M,watsonrebecca@example.org,DEP003,2.83
STU00476,Jessica,Fischer,M,trios@example.org,DEP003,2.74
STU00477,Aaron,Woods,M,brittneystone@example.com,DEP005,2.91
STU00478,Albert,Dominguez,M,mcneilrobert@example.org,DEP005,2.85
STU00479,Tim,Perez,M,crosscurtis@example.com,DEP003,2.68
STU00480,Michael,Evans,M,wayala@example.org,DEP002,3.26
STU00482,Casey,Elliott,F,scottbowen@example.net,DEP004,2.61
STU00483,Kaitlin,Gillespie,M,fheath@example.org,DEP005,2.95
STU00484,Donald,Martinez,M,bbell@example.com,DEP005,2.96
STU00485,Kylie,Wright,M,wrightcarolyn@example.net,DEP005,2.41
STU00486,Cathy,Maxwell,M,abbottdominique@example.com,DEP005,2.6
STU00487,Jamie,Lawson,M,juliephillips@example.org,DEP001,4.22
STU00488,Kristen,Leon,F,troyrodriguez@example.com,DEP001,2.55
STU00490,Paul,Combs,M,rdiaz@example.org,DEP001,2.63
STU00492,Jason,Livingston,F,ohunter@example.net,DEP002,4.67
STU00493,Walter,Perry,M,imiller@example.net,DEP004,3.34
STU00494,Christina,Ramirez,M,christian32@example.net,DEP004,2.74
STU00495,Mark,Willis,M,collinssamuel@example.org,DEP001,2.33
STU00497,Brian,Wade,F,davidzimmerman@example.net,DEP003,2.07
STU00498,Alexander,Crawford,F,alexandra42@example.com,DEP005,2.64
STU00500,Lindsay,Nelson,M,bakertheresa@example.net,DEP002,2.89
STU00501,Chris,Gibson,M,brian92@example.com,DEP002,3.58
STU00504,Harold,Horne,M,tranrobin@example.net,DEP004,3.56
STU00505,Diana,Walker,M,robertcortez@example.com,DEP002,2.57
STU00507,David,Nunez,M,whitelinda@example.org,DEP002,3.62
STU00508,Stephanie,Jones,F,xcline@example.com,DEP003,3.99
STU00509,Mark,Tran,F,woodkelly@example.com,DEP005,2.56
STU00510,Jodi,Sanchez,F,brittany73@example.net,DEP005,3.08
STU00511,Rachel,Hodges,M,edwardrandolph@example.org,DEP004,3.5
STU00512,Jesse,Reed,M,tapiaaaron@example.net,DEP002,3.88
STU00513,Nicholas,Rojas,F,dalton83@example.com,DEP004,3.03
STU00514,Travis,Brown,F,jenniferdavis@example.org,DEP003,2.56
STU00515,Phyllis,Meyer,M,stephen19@example.org,DEP002,3.91
STU00516,William,Walsh,M,kjones@example.org,DEP001,3.37
STU00517,Ryan,Brandt,F,kellyrosales@example.com,DEP001,2.77
STU00518,Jaclyn,Moss,F,shawn31@example.org,DEP002,4.65
STU00519,Derek,Carrillo,M,moorefrank@example.com,DEP001,2.31
STU00520,Lee,Martinez,M,tami37@example.com,DEP001,3.57
STU00521,Steven,Phelps,F,mooregina@example.net,DEP005,2.73
STU00522,Heidi,Williams,M,eddie35@example.com,DEP002,3.47
STU00523,William,Byrd,F,lori20@example.com,DEP003,2.37
STU00524,Melissa,Hawkins,F,codygarcia@example.org,DEP003,2.98
STU00525,David,Brown,M,davidcolon@example.com,DEP005,2.88
STU00527,Andrew,Brown,F,flamb@example.com,DEP005,2.36
STU00528,David,Dunlap,M,jacksonaudrey@example.net,DEP001,3.15
STU00529,Randall,Johnson,M,nthompson@example.org,DEP001,3.35
STU00530,Joshua,Griffin,M,austinharvey@example.org,DEP004,3.04
STU00531,Deborah,Porter,M,rbrown@example.com,DEP005,1.26
STU00532,Derrick,Gonzalez,M,crystalpham@example.org,DEP003,2.91
